smiles,charge
N[C@@H](Cc1ccc(F)cc1)C(=O)O,"[-0.7851978353, 0.0098782203, -0.1843478002, -0.0155202123, -0.1190017254, -0.1116920798, 0.1191039218, -0.138443453, -0.1659594366, -0.1613877059, 0.3175127497, -0.3561085227, -0.4815087634, 0.3279482119, 0.3524207805, 0.1405985377, 0.1163984121, 0.1288747257, 0.1311521644, 0.1334053439, 0.1551058363, 0.1502279648, 0.4365406656]"
CN[C@H](C)Cc1ccc(O)cc1,"[-0.1716106254, -0.6395504456, 0.0095808317, -0.2888830573, -0.1832305638, -0.0224103664, -0.1284689639, -0.1219346924, 0.0935610294, -0.5217394564, -0.1757274196, -0.1450518154, 0.1222100516, 0.0997489205, 0.1143982511, 0.3300408142, 0.1023253348, 0.1103388105, 0.1108854533, 0.1070295907, 0.1150075341, 0.1198427657, 0.1248634804, 0.1286264769, 0.4199307735, 0.1500087952, 0.1402084925]"
COc1ccc(CCN)cc1,"[-0.1558305324, -0.3039606265, 0.0724688592, -0.1405970451, -0.1288738774, -0.0113692083, -0.1658461625, -0.0900878274, -0.8132082938, -0.1523352616, -0.2317962815, 0.1300964335, 0.1135537564, 0.1137140151, 0.1489914667, 0.115567077, 0.1306193816, 0.1256720869, 0.1394043617, 0.1551264027, 0.3364632551, 0.342545133, 0.1485919472, 0.1210909403]"
O=[N+]([O-])c1ccc(NCCO[P@@](=O)(O)OP(=O)(O)O)cc1,"[-0.1698474542, 0.0919265855, -0.2860172093, 0.0700444786, -0.1029534225, -0.1211736323, 0.1241643161, -0.5559399769, -0.063300793, -0.0714637106, -0.291178432, 0.5476521934, -0.4487226522, -0.3204833789, -0.3394615077, 0.5555273409, -0.1814118633, -0.5200373468, -0.5183647837, -0.1133102387, -0.1223798758, 0.1408697478, 0.1298355618, 0.3952771509, 0.1435734968, 0.1527101962, 0.130436115, 0.1163476475, 0.4747740071, 0.4176539841, 0.419618134, 0.1657733899, 0.1498619323]"
O=C(O)Cc1ccc([N+](=O)[O-])cc1,"[-0.3696373432, 0.3190232157, -0.499311573, -0.1484211518, 0.0148040724, -0.1295887649, -0.0940239551, 0.0876930485, 0.09979257, -0.1495549175, -0.2436176687, -0.09982626, -0.1264246449, 0.3646253522, 0.1612183021, 0.1612189237, 0.1442726583, 0.1381376028, 0.1712643371, 0.1983561961]"
CCCCCCC=CCCCCCCCC(=O)O,"[-0.3023155061, -0.206122644, -0.205007185, -0.2053022399, -0.2047114362, -0.1990871685, -0.1449308868, -0.1455440869, -0.1992106154, -0.2040784888, -0.2053677216, -0.2025560247, -0.2063585827, -0.198892706, -0.1914485977, 0.3144435871, -0.3669788457, -0.4910630518, 0.097559352, 0.1001938629, 0.1001928671, 0.1031498784, 0.1031493325, 0.1043932361, 0.1043946736, 0.1046105942, 0.1046100093, 0.1046646637, 0.1046640819, 0.1093973873, 0.1093986529, 0.1189269246, 0.1193368229, 0.1089935744, 0.1089918554, 0.1056465708, 0.1056480663, 0.1041734476, 0.1041714131, 0.1072882066, 0.1072899398, 0.1027981005, 0.1027965028, 0.1156793232, 0.1156796552, 0.1238224927, 0.1238227446, 0.4390879682]"
CCCCCCCCCCCCCCCC(=O)C(F)(F)F,"[-0.302485613, -0.2063370765, -0.2054018944, -0.2059121424, -0.2063008225, -0.2063223593, -0.2064223026, -0.2062441119, -0.206263928, -0.2057247833, -0.2056814371, -0.2031838226, -0.2053253725, -0.2007482829, -0.1933188276, 0.2128066313, -0.3138083177, 0.4096274931, -0.1421740507, -0.1421756003, -0.1378350638, 0.0973268797, 0.1000790401, 0.1000778411, 0.1029529413, 0.1029525151, 0.1040847723, 0.104082912, 0.1038904386, 0.1038917553, 0.1035554179, 0.1035551457, 0.1036659503, 0.1036659238, 0.1035008067, 0.1034993001, 0.1038023043, 0.1038037027, 0.1036059276, 0.1036060617, 0.1043762324, 0.1043759304, 0.1039448688, 0.1039448828, 0.1066467403, 0.1066474571, 0.1041000417, 0.1040984258, 0.1138715439, 0.1138726423, 0.1288761863, 0.1288770964]"
NCCC(O)(P(=O)(O)O)P(=O)(O)O,"[-0.8001156988, -0.1050563486, -0.1856143761, 0.1478980699, -0.5112111362, 0.5184380419, -0.416811469, -0.4954838832, -0.4786592939, 0.469696566, -0.4238929972, -0.5110559657, -0.465299654, 0.3427695172, 0.3504912136, 0.111835721, 0.1068405699, 0.126459226, 0.1498563533, 0.41138437, 0.3907920382, 0.4263466678, 0.4063239737, 0.434068494]"
CC(C)(CO)[C@H](O)C(=O)NCCCO,"[-0.2917864781, -0.0424599824, -0.3040811815, -0.0803219811, -0.5544713744, 0.0243396012, -0.5258166156, 0.2866927284, -0.4116849106, -0.5629549962, -0.066826435, -0.2060221454, -0.0751076675, -0.5570655494, 0.1190265558, 0.098835647, 0.1071144819, 0.0881335935, 0.1307247183, 0.1180942074, 0.1175220983, 0.1270376199, 0.3993926633, 0.1498457475, 0.4039022175, 0.3799783293, 0.1267570707, 0.1283513257, 0.115972707, 0.1094501719, 0.1131380609, 0.1336976992, 0.4005920726]"
COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,"[-0.1548303608, -0.2654785102, 0.1265220274, -0.0830859025, 0.0939524827, -0.3660242571, 0.071746248, -0.1677090269, 0.3671913529, -0.4861863525, 0.2672982184, -0.4209687424, 0.0946534015, -0.089714394, -0.1019229544, 0.1027492362, -0.26719976, 0.3087791888, -0.1012534678, -0.1350825439, -0.1381391075, -0.0004478638, -0.5888611531, -0.0671664437, -0.2237083232, -0.1413196264, 0.1289313764, 0.1250070618, 0.1261459581, 0.1531702444, 0.1449270542, 0.1564836417, 0.1325401588, 0.1538297797, 0.1436612442, 0.163584492, 0.1615180382, 0.3804801055, 0.1343922455, 0.1313946994, 0.1301405345]"
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"[-0.1617826172, -0.2941489592, 0.0877601044, -0.0985282181, -0.0820442988, -0.0315276892, -0.1644612274, 0.1374694331, -0.3239278355, -0.0026516515, -0.1104428639, -0.0627852812, -0.1921412169, 0.1027528004, -0.281268872, -0.0368944383, 0.06270349, -0.2884534322, -0.1589748215, -0.2422733174, -0.267964839, -0.1894411317, -0.1154588455, -0.2480448046, -0.1498273957, 0.1175152167, 0.1205135722, 0.1208451571, 0.1458900394, 0.1344726153, 0.1377677615, 0.1438080172, 0.1362947319, 0.1342909304, 0.1342488837, 0.2074533244, 0.2737822159, 0.2737607237, 0.1261231144, 0.1298862674, 0.1299350362, 0.1352633428, 0.1391091505, 0.1268822354, 0.1227390423, 0.1217765511]"
OC[C@H]1O[C@@H](Sc2ccc(N(O)O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,"[-0.5346850751, -0.0815415589, -0.1160738983, -0.4524036682, -0.0016778343, -0.0838315692, -0.0117147433, -0.0952178212, -0.0820103145, 0.067869956, -0.0615735349, -0.3289985226, -0.3591739285, -0.2676221924, -0.1235152936, 0.0101130936, -0.504644792, -0.005617098, -0.521736776, 0.0262200326, -0.4985836079, 0.3991044028, 0.152194523, 0.1413884948, 0.1694556462, 0.1238053192, 0.1715685113, 0.1500588409, 0.4266392222, 0.3788641967, 0.1303314562, 0.1524738357, 0.1465684212, 0.3998490978, 0.1300814728, 0.4003803271, 0.1441762672, 0.4094791114]"
Oc1ccc(Cl)cc1,"[-0.5078716397, 0.0948973944, -0.1220512605, -0.1149952947, 0.014432741, -0.0702564839, -0.1302670053, -0.1648170076, 0.4364199724, 0.1216921427, 0.1356314435, 0.1637705034, 0.1434144944]"
Clc1ccc(Cl)cc1,"[-0.0750775703, 0.0053629358, -0.1082933738, -0.1167152965, 0.0224138288, -0.0504583654, -0.1113793005, -0.1427284128, 0.1244456285, 0.1347010003, 0.1689941003, 0.1487348259]"
Cn1c(=O)[nH]c2ncn(C)c2c1=O,"[-0.1385282588, -0.3068822384, 0.4560911194, -0.3342311956, -0.4863621246, 0.2361186739, -0.346540136, 0.1700718988, -0.3665582092, -0.1593004979, 0.003073348, 0.1924115264, -0.2907725386, 0.1457535648, 0.1407415654, 0.1405338004, 0.4110264701, 0.1420802309, 0.1316943434, 0.1295205791, 0.1300580786]"
C#CCN(C)Cc1ccccc1,"[-0.209494454, -0.0564062566, -0.0396740085, -0.4461825871, -0.1847688391, -0.0707873428, -0.0223701227, -0.1244067935, -0.1140017017, -0.1260292965, -0.1514422239, -0.1603926254, 0.1740468852, 0.1429085496, 0.1215507487, 0.1175247238, 0.1229682343, 0.1006806999, 0.1334410417, 0.111745087, 0.1248523505, 0.1193491847, 0.1429542978, 0.1485500661, 0.1453843825]"
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,"[-0.128805814, -0.2916437655, 0.4463037559, -0.3729652938, -0.0419289334, -0.1872701798, 0.1093492357, -0.0997511784, -0.0679179695, -0.0133390602, -0.0787330267, -0.0877980429, -0.0353586008, -0.033081211, 0.2534285659, -0.2505170212, 0.153461326, 0.1446861893, 0.1446854922, 0.1362883368, 0.1396709434, 0.1612362518]"
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,"[-0.1539202688, 0.0946802707, -0.2917802766, 0.0723216975, -0.0571692593, -0.1730398429, -0.290352873, -0.0331244841, -0.5169131728, -0.054737673, -0.1165604651, -0.0637205025, -0.2949604561, 0.0772966789, -0.0761730558, -0.1057670714, 0.0987083267, -0.0676448889, -0.2311713113, -0.0999874406, -0.0607224651, -0.4198396394, -0.2242030903, -0.2544322056, 0.2753201136, 0.1710485638, 0.1253489642, 0.0845014624, 0.1052425801, 0.1710926418, 0.1537022364, 0.4919963821, 0.1542912596, 0.1713367348, 0.1659645841, 0.1291038406, 0.1218883306, 0.1421695398, 0.1227641791, 0.1209134822, 0.1195532128, 0.1479376863, 0.1363588342, 0.1326788403]"
O=C1C=C2C(=CCO[C@@H]2O)O1,"[-0.3609256178, 0.260616332, 0.0119855663, 0.043908587, -0.0880145585, -0.1114943215, -0.0710189458, -0.3612533282, 0.1737354172, -0.3153172417, -0.4414372383, 0.183833481, 0.1419579209, 0.1319486925, 0.1319476301, 0.2198113136, 0.4497163113]"
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCSc2ccccc2)[C@@H]1C,"[-0.1419062351, -0.2689478534, 0.3283313491, -0.3615023578, -0.0249555878, 0.1574035054, -0.3049916424, -0.4395908286, 0.0896299546, -0.3327186498, -0.2594581496, 0.2955671828, -0.3743131498, -0.2687768136, -0.0626772666, -0.168400061, -0.0765011248, -0.0261877638, -0.1116359331, -0.1125617808, -0.1170095794, -0.1361297491, -0.189305098, -0.1139919652, -0.2472546103, 0.1379656974, 0.13037071, 0.1303041828, 0.1464723729, 0.1414760924, 0.1396621536, 0.4048980345, 0.1115173785, 0.114068502, 0.114305951, 0.1253996341, 0.1260715526, 0.1219878493, 0.1215573918, 0.1299607331, 0.1211847413, 0.1487499025, 0.1529611033, 0.1346312966, 0.1275023679, 0.101485198, 0.1429963358, 0.1423550265]"
CCCC[C@H](OP(=O)(O)O)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1,"[-0.2988495071, -0.2019521451, -0.2140261341, -0.1947258537, 0.0300685518, -0.2717023265, 0.5946095994, -0.4956262336, -0.5102838909, -0.494212332, -0.0875674299, -0.4496805441, -0.6184086301, 0.0316924153, -0.1952429232, -0.1129431896, -0.0964225595, -0.2974366753, 0.3333946604, -0.3268791878, -0.4856912642, 0.1051161218, -0.137470773, -0.1047957366, 0.0808999497, 0.0969489313, -0.1571311867, -0.2594746926, -0.1257069334, -0.1079524711, 0.1025952967, 0.1023853169, 0.103311377, 0.104654768, 0.1079277653, 0.1294916216, 0.1081907174, 0.1157556392, 0.1259132786, 0.1317038383, 0.4100519641, 0.4233028556, 0.3786039825, 0.1425937591, 0.1140640502, 0.1206034324, 0.1309942167, 0.1243191398, 0.5228327878, 0.1453580842, 0.1061347714, 0.1080884418, 0.1045046962, 0.4092223722, 0.1403705146, 0.1361347978, 0.1635062445, 0.1588366603]"
CC1(C)Oc2ccc(C#N)cc2[C@@H](OC2=CC(=O)CC2)[C@H]1O,"[-0.2832255609, 0.1086190414, -0.3368380876, -0.2456534835, 0.1049571636, -0.10242473, -0.0595894571, -0.0028155515, 0.1632981166, -0.3659869858, -0.1334814729, -0.1739908434, -0.0226230427, -0.2369555497, 0.114166806, -0.1346944612, 0.1596413504, -0.3229586121, -0.2759718745, -0.116767465, 0.0627632198, -0.4558210676, 0.1252198486, 0.1173488307, 0.1217303733, 0.1037350465, 0.1135448801, 0.1448853507, 0.1394864734, 0.1415009818, 0.1583554582, 0.1797588278, 0.1417961793, 0.1059111883, 0.1191628518, 0.1147622958, 0.1354940443, 0.1781592404, 0.4155006769]"
O=C(O)[C@@H](S)Cc1ccccc1,"[-0.3690405101, 0.3027556809, -0.4829403323, -0.0662125904, -0.1040709445, -0.2022090164, -0.0442245961, -0.1252812594, -0.1129285172, -0.124269839, -0.1421104406, -0.1798143769, 0.4266900405, 0.1605634782, 0.1605557274, 0.1217970524, 0.1149856319, 0.1229474503, 0.1210232154, 0.1433007768, 0.1514382467, 0.1270451222]"
O=C(O)C(S)=Cc1c[nH]c2ccc(F)cc12,"[-0.3669195967, 0.3066485887, -0.4766276959, 0.0083008131, -0.0926542204, -0.1297449377, -0.1973309917, 0.0187974514, -0.4449035076, 0.0812132855, -0.1124777382, -0.1046187307, 0.123049004, -0.1321285287, -0.1561407601, -0.0577497142, 0.4317842749, 0.1673622435, 0.1249344386, 0.1394303792, 0.4252380023, 0.1408673496, 0.1454367596, 0.1582338315]"
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,"[-0.1588678065, -0.2779871639, 0.1177548103, -0.112121232, 0.1171051774, -0.3892856029, 0.2001505852, -0.329321512, 0.1664207093, -0.4627263192, 0.11303675, -0.0913242036, -0.0517002963, -0.1457603704, -0.1339916382, -0.052797641, -0.1181535628, -0.0919112326, -0.1578782745, 0.1216348152, -0.248246486, -0.1406514447, 0.1273716674, 0.1204605715, 0.1207081853, 0.1487054797, 0.14158204, 0.3977996721, 0.140995857, 0.1381110256, 0.1214252837, 0.1474422368, 0.1273279261, 0.1415975261, 0.1274319832, 0.1256624845]"
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,"[-0.1499352233, -0.5588448066, 0.1126278562, -0.1354488718, 0.1172768381, -0.3904286386, 0.2002812469, -0.3334776773, 0.160884299, -0.4567766223, 0.1091663233, -0.100124452, -0.0550720794, -0.1523125301, -0.1605915248, -0.0873213564, -0.1200437202, -0.1348333338, -0.1591463021, 0.1373807174, -0.7569566763, 0.1400940075, 0.1418783255, 0.1418791334, 0.4010746823, 0.1332084984, 0.1399200129, 0.3966124006, 0.1376185975, 0.135853562, 0.1154901221, 0.1445967441, 0.124372817, 0.3941516285, 0.3669460022]"
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"[-0.1610279856, -0.1212294272, 0.3198025314, -0.3290416319, -0.4837852507, 0.1225916504, -0.1367253244, -0.0653767021, 0.0661404312, -0.4048867817, 0.1992378754, -0.3621291695, 0.1771863856, -0.4683621075, 0.1152012083, -0.1593996434, -0.0820480438, -0.1667084728, -0.124852083, -0.0531504277, -0.1250530459, -0.0638324312, -0.0686463253, 0.1437935561, 0.1455725876, 0.1352691829, 0.4119043341, 0.1350615431, 0.1430655557, 0.1526862415, 0.393581943, 0.1264303096, 0.1336303283, 0.1271006749, 0.1486555856, 0.1793429293]"
CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,"[-0.2872670845, -0.1778894493, 0.329226088, -0.3173712552, -0.4907552853, 0.1208037963, -0.1371664145, -0.0654371635, 0.0659822651, -0.405220167, 0.1991679955, -0.3625466293, 0.1767292113, -0.4684219514, 0.1151336839, -0.159686475, -0.0820574362, -0.1670269918, -0.1255573893, -0.0542741167, -0.1253434891, -0.0644146205, -0.0729139068, 0.1107957741, 0.1162988794, 0.1162978989, 0.1317913683, 0.1317901736, 0.4116828449, 0.1348279398, 0.143041098, 0.1525774746, 0.3935007351, 0.1263297986, 0.1335703154, 0.1269407678, 0.1485449139, 0.1783168029]"
CC(C)C[C@H](O)[C@H](O)[C@H](N)CC1CCCCC1,"[-0.2863320497, -0.1183975819, -0.2938087096, -0.1992871007, -0.0213020719, -0.5391891471, -0.0036634048, -0.5826473834, 0.0020885763, -0.8101566099, -0.1904848862, -0.106574575, -0.2239988133, -0.2141054778, -0.2200105208, -0.4701160201, -0.1778363398, 0.1053471998, 0.1194791288, 0.1327769976, 0.1082458746, 0.1082408869, 0.1061820646, 0.1061176002, 0.130827549, 0.1131140616, 0.1167141007, 0.367062886, 0.125007891, 0.4545586547, 0.13657744, 0.3352035064, 0.3314911791, 0.1477414035, 0.1414411286, 0.1586327938, 0.1000733178, 0.1040721488, 0.0947458618, 0.0980157826, 0.0809491747, 0.089051352, 0.0219054389, 0.0378072552, 0.3017070114, 0.1827324257]"
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,"[-0.136976313, -0.2690079825, 0.1331721505, -0.077101307, -0.0280197356, -0.1150872003, -0.0649319714, 0.1282169873, -0.1435464817, 0.1732687616, -0.3232083051, -0.0497580265, -0.0890687735, -0.1145776907, -0.1065120208, -0.1137684383, -0.0027420112, -0.3442066389, -0.0777589752, -0.7111975747, 0.1459426479, 0.1464554704, 0.1464570537, 0.1517517124, 0.1407323693, 0.1320859831, 0.1198749542, 0.1428533498, 0.1331801839, 0.1513350275, 0.1606285219, 0.4028136101, 0.3587006628]"
NC1=NC(=O)[C@@H](c2ccccc2)O1,"[-0.7352954713, 0.3863348421, -0.4506076233, 0.2946032424, -0.2324684296, -0.0946433578, -0.0152782345, -0.1094666069, -0.1013093591, -0.1084014354, -0.1005083761, -0.0265917374, -0.4182846052, 0.3913937241, 0.3974550869, 0.1435228113, 0.1370628023, 0.1338192074, 0.1491630199, 0.1655909712, 0.193909529]"
CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1,"[-0.2904474191, 0.0847751426, -0.3050834924, -0.2930839887, -0.6168694536, -0.0963373968, 0.0109755261, -0.5193688514, -0.082833402, -0.2555490276, 0.0719427772, -0.1275633175, -0.0941951044, -0.1393289958, -0.184106182, -0.1888719557, -0.1075365473, -0.2045193153, -0.191560498, -0.2166634285, -0.1860403097, 0.1072351807, 0.1100518546, 0.1060126769, 0.1049103504, 0.1026733082, 0.1016688843, 0.1086335308, 0.1042090593, 0.1100868174, 0.3482266531, 0.1292692035, 0.108688199, 0.1470573438, 0.4032917861, 0.1624774132, 0.1371371151, 0.1285526317, 0.1257042482, 0.1270801491, 0.1395840271, 0.1213091142, 0.1113280871, 0.1089203132, 0.1095989157, 0.1138707191, 0.0789177109, 0.1095563083, 0.1284614529, 0.1377521856]"
CCCCC[C@H]1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,"[-0.2974513479, -0.1977692333, -0.2017652473, -0.2162131762, -0.1776541832, 0.0256742463, -0.4421149743, 0.0553882413, -0.1112572113, -0.1244552517, 0.4256303978, -0.0840047296, -0.0689736726, 0.2257996446, -0.2087423373, 0.6483941407, -0.7699837625, -0.4833726884, -0.4654547649, -0.1655698529, -0.0557974356, 0.6847402658, -0.4231489089, -0.4651523564, -0.4747315588, 0.1044953738, 0.1016898881, 0.1031904083, 0.1082205667, 0.1129891574, 0.1082121357, 0.1008626073, 0.1078778243, 0.1293419796, 0.1459351403, 0.1473474788, 0.1699646436, 0.5035255867, 0.1499321533, 0.3384122169, 0.363078649, 0.1489239011, 0.4239860459]"
CC(C)(S)[C@@H](N)C(=O)O,"[-0.3001972856, 0.0025393076, -0.3140705722, -0.20777571, 0.0193249443, -0.7897458, 0.3251478984, -0.3294447769, -0.4761921037, 0.1114170663, 0.1036251883, 0.1036555863, 0.1046578813, 0.0978990236, 0.1176005166, 0.1421883117, 0.144648307, 0.35129778, 0.3501485308, 0.4432759062]"
C=C(C)[C@@]1(O)OC(=O)C=C1OC,"[-0.2440712073, -0.0201480567, -0.2867434454, 0.2188391344, -0.495362372, -0.253060149, 0.2680552225, -0.3525667929, -0.0721406485, 0.0273614683, -0.2315076996, -0.1373173348, 0.121185592, 0.1228379397, 0.1127382314, 0.1099856551, 0.1161382875, 0.4152453254, 0.1799137221, 0.1361391991, 0.1345584812, 0.1299194473]"
CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],"[-0.2907331923, 0.0233023822, -0.2790818316, -0.0276419819, 0.0551352321, -0.1028079389, -0.5619288389, 0.3044482148, -0.32335592, -0.1691379596, -0.0209205047, -0.1563975095, -0.1045604136, -0.1602645451, -0.2583653092, -0.1226253299, 0.228946667, -0.3772915355, -0.333355258, -0.0858947136, 0.2180092211, -0.3978664824, -0.4757984675, 0.1082021165, 0.1096966319, 0.1057867806, 0.1172844494, 0.0973480334, 0.1198992599, 0.1640685189, 0.1727555895, 0.3870512911, 0.1302956833, 0.1298506471, 0.1131777864, 0.1174612006, 0.1165411098, 0.1160019828, 0.1668206342, 0.1459442996]"
CC1(C)S[C@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],"[-0.2887332097, 0.0247014138, -0.2777858947, -0.0164448452, 0.0600941326, -0.0500046093, -0.5516277017, 0.289751433, -0.378507086, -0.0520849435, -0.2612601681, 0.0790801906, -0.1145559879, -0.1187503285, -0.134461088, -0.211511236, -0.2799077278, 0.2379981175, -0.3583235794, -0.3300854658, -0.0803806832, 0.2241185471, -0.4004005988, -0.4534007519, 0.1090828938, 0.1138239606, 0.1066587156, 0.1176221141, 0.1015783658, 0.1217719026, 0.1668164008, 0.1967254919, 0.3884689047, 0.1245729293, 0.1243046125, 0.1307707655, 0.1134068311, 0.1322443285, 0.1286174438, 0.1056436437, 0.1603727668]"
CC1(C)S[C@@H]2[C@@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,"[-0.2848701545, 0.0047523001, -0.2762432564, -0.0239488025, 0.0632678133, 0.0327316494, -0.5260782143, 0.311744518, -0.3555068292, -0.0486071475, -0.2488128352, 0.0981948973, -0.0923610549, -0.1112279819, -0.1014332773, -0.09930892, -0.2034949845, 0.2766999308, -0.2966571696, -0.3438907162, -0.110538864, 0.2666072485, -0.3816737504, -0.5334963934, 0.1259749126, 0.1437986129, 0.1199676009, 0.1182202078, 0.1148941474, 0.1229268526, 0.1682034577, 0.1397961489, 0.4030760746, 0.1318698711, 0.1374551891, 0.1469498978, 0.1227406399, 0.159370106, 0.1643643583, 0.1314605763, 0.1486246846, 0.3844586561]"
O=c1c2ccccc2c(=O)c2cc3c(=O)c4ccccc4c(=O)c3cc12,"[-0.0687852437, 0.0966988332, -0.0137442288, -0.1097233648, -0.0781775002, -0.1086543844, -0.0941844157, -0.122092537, 0.1917454573, -0.1584210692, -0.022598599, -0.0644344941, -0.0128326991, 0.1922568413, -0.3497338342, -0.0238099365, -0.0896215748, -0.1042862748, -0.0945843373, -0.075431487, -0.0753043387, 0.1726171768, -0.3377885094, 0.020449703, -0.0928125285, -0.0411366817, 0.1316134435, 0.1362487805, 0.1473106267, 0.1651353199, 0.1470980683, 0.1357152152, 0.1298862635, 0.158852939, 0.1690827236, 0.143446647]"
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,"[-0.6869570993, 0.2790080989, -0.7786946943, -0.0268829993, -0.1369132422, -0.122274531, 0.0987034603, -0.273240333, -0.0716221393, -0.1988126419, -0.1977098758, -0.1944665775, -0.070715145, -0.2775134145, 0.0897312292, -0.105491078, -0.1031762625, -0.0042874368, 0.2869290366, -0.689739836, -0.7810664116, -0.1080918425, -0.2006289896, -0.1633346222, -0.1088116224, 0.3553306419, 0.3885869809, 0.3601044425, 0.1317034517, 0.1301517439, 0.1337936874, 0.1337935135, 0.1188343302, 0.1188331392, 0.1084460746, 0.1084438843, 0.1183954457, 0.1183937897, 0.1158845793, 0.1158865519, 0.1677001385, 0.1259254941, 0.3541156767, 0.3546663851, 0.3906660756, 0.1615691374, 0.1314777457, 0.1545159723, 0.1488400876]"
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,"[-0.2986572987, -0.2067954193, -0.2117727278, -0.0905301265, -0.3171317378, 0.0142929816, -0.1916234943, -0.3113652512, 0.3354912366, -0.2864777314, -0.488478754, 0.4013811394, -0.3259229441, -0.6354180549, 0.195926, -0.1980753198, 0.104092955, 0.1035023005, 0.1006252516, 0.107649265, 0.1065433358, 0.1271635123, 0.1150419375, 0.1379957453, 0.110343512, 0.106963783, 0.1170798192, 0.1134931969, 0.1257228855, 0.1063837732, 0.1005389796, 0.124910236, 0.4039918923, 0.4031151216]"
